raw_name,n_records,cluster_id,canonical_name,cluster_size,min_internal_score,chain_risk,violates_decision
Emiliani Coffee,3,463,Emiliani Coffee,1,100.0,False,False
Encounter Coffee Roasters,2,464,Encounter Coffee Roasters,1,100.0,False,False
Endless World Coffee,1,465,Endless World Coffee,1,100.0,False,False
Entrebox,2,466,Entrebox,1,100.0,False,False
Equal Exchange,4,467,Equal Exchange,1,100.0,False,False
Equator Coffee Roasters,1,468,Equator Coffee Roasters,1,100.0,False,False
Equator Coffees,36,469,Equator Coffees,1,100.0,False,False
Equiano Coffee,2,471,Equiano Coffee,1,100.0,False,False
Esmar - Don Lipe,1,472,Esmar - Don Lipe,1,100.0,False,False
Espresso Express,1,473,Espresso Express,1,100.0,False,False
Espresso Havana,1,474,Espresso Havana,1,100.0,False,False
Espresso Republic,27,475,Espresso Republic,1,100.0,False,False
Ethical Bean Coffee,2,477,Ethical Bean Coffee,1,100.0,False,False
Ethiopian Highland Coffee,4,478,Ethiopian Highland Coffee,1,100.0,False,False
Evans Brothers Coffee Roasters,6,480,Evans Brothers Coffee Roasters,1,100.0,False,False
EverJoy Cafe,2,481,EverJoy Cafe,1,100.0,False,False
Excelsa Coffee Company,5,483,Excelsa Coffee Company,1,100.0,False,False
Expocafe,1,484,Expocafe,1,100.0,False,False
Exportadora de Café Condor,2,485,Exportadora de Café Condor,1,100.0,False,False
Fabbrica Coffee,1,486,Fabbrica Coffee,1,100.0,False,False
Fair Mountain Coffee Roasters,1,487,Fair Mountain Coffee Roasters,1,100.0,False,False
Faustino Coffee,6,488,Faustino Coffee,1,100.0,False,False
Fazenda Aguas Claras,1,489,Fazenda Aguas Claras,1,100.0,False,False
Fazenda Capim Branco,1,490,Fazenda Capim Branco,1,100.0,False,False
Fazenda Turmalina,1,492,Fazenda Turmalina,1,100.0,False,False
Felala Coffee Lab,1,493,Felala Coffee Lab,1,100.0,False,False
Fellow Coffee,1,494,Fellow Coffee,1,100.0,False,False
Ferroni Brothers,2,495,Ferroni Brothers,1,100.0,False,False
Fieldheads Coffee Roasting,9,497,Fieldheads Coffee Roasting,1,100.0,False,False
Fifth Heaven Coffee,4,498,Fifth Heaven Coffee,1,100.0,False,False
Finca El Rey,1,499,Finca El Rey,1,100.0,False,False
Finca La Tacita,1,501,Finca La Tacita,1,100.0,False,False
Finca Las Nieves,3,502,Finca Las Nieves,1,100.0,False,False
Finca Specialty Coffee,1,503,Finca Specialty Coffee,1,100.0,False,False
Finca Tasta,3,504,Finca Tasta,1,100.0,False,False
Finca Tres Soles,2,505,Finca Tres Soles,1,100.0,False,False
Finger Lakes Coffee Roasters,1,506,Finger Lakes Coffee Roasters,1,100.0,False,False
Fire Ridge Coffee,1,507,Fire Ridge Coffee,1,100.0,False,False
Firelight Coffee,2,508,Firelight Coffee,1,100.0,False,False
Fitzgerald Estate,1,510,Fitzgerald Estate,1,100.0,False,False
Flamenco Organic Coffee,4,511,Flamenco Organic Coffee,1,100.0,False,False
Flattop Coffee Roastery,1,512,Flattop Coffee Roastery,1,100.0,False,False
Flight Coffee Co.,43,514,Flight Coffee Co.,1,100.0,False,False
Floating Cloud Castle's Madwu Cafe,1,515,Floating Cloud Castle's Madwu Cafe,1,100.0,False,False
Flower & Moon Coffee,1,516,Flower & Moon Coffee,1,100.0,False,False
Flower Child Coffee,1,517,Flower Child Coffee,1,100.0,False,False
Flower Coffee Workshop,2,518,Flower Coffee Workshop,1,100.0,False,False
Flying Goat Coffee,29,519,Flying Goat Coffee,1,100.0,False,False
Foggy Hills Coffee Company,1,520,Foggy Hills Coffee Company,1,100.0,False,False
Folgers,9,521,Folgers,1,100.0,False,False
Folgers (Costco),1,522,Folgers (Costco),1,100.0,False,False
Folgers Gourmet Selections,2,523,Folgers Gourmet Selections,1,100.0,False,False
Folklore Coffee,1,524,Folklore Coffee,1,100.0,False,False
Folly Coffee Roasters,2,525,Folly Coffee Roasters,1,100.0,False,False
Fong Da Coffee,1,526,Fong Da Coffee,1,100.0,False,False
Forest Roasting,2,527,Forest Roasting,1,100.0,False,False
Forgotten Forest,1,528,Forgotten Forest,1,100.0,False,False
Four Barrel Coffee,6,529,Four Barrel Coffee,1,100.0,False,False
Fratelli Lollino,1,530,Fratelli Lollino,1,100.0,False,False
Fratello Coffee Roasters,33,531,Fratello Coffee Roasters,1,100.0,False,False
Freedom Coffee Roasters,1,532,Freedom Coffee Roasters,1,100.0,False,False
French Market,1,533,French Market,1,100.0,False,False
Frequent Coffee,3,534,Frequent Coffee,1,100.0,False,False
Fresh Cup Roastery Cafe,4,536,Fresh Cup Roastery Cafe,1,100.0,False,False
Fresh Roasted Coffee,4,537,Fresh Roasted Coffee,1,100.0,False,False
FreshCoffeeNow.com,2,538,FreshCoffeeNow.com,1,100.0,False,False
Frontier Coffee,1,539,Frontier Coffee,1,100.0,False,False
Fulcrum Coffee Roasters,2,540,Fulcrum Coffee Roasters,1,100.0,False,False
Future Factory,1,542,Future Factory,1,100.0,False,False
GIGA Coffee,1,543,GIGA Coffee,1,100.0,False,False
GK Coffee,84,544,GK Coffee,1,100.0,False,False
GT Coffee,1,545,GT Coffee,1,100.0,False,False
Gathangu,1,546,Gathangu,1,100.0,False,False
Gatomboya,1,547,Gatomboya,1,100.0,False,False
Gaturiri,1,548,Gaturiri,1,100.0,False,False
Gavagai,5,549,Gavagai,1,100.0,False,False
Gavina Gourmet Coffee,2,550,Gavina Gourmet Coffee,1,100.0,False,False
Gee Coffee Roasters,3,551,Gee Coffee Roasters,1,100.0,False,False
Geisha Coffee Roaster,9,552,Geisha Coffee Roaster,1,100.0,False,False
Genesis Coffee Lab,4,553,Genesis Coffee Lab,1,100.0,False,False
Gevalia,4,555,Gevalia,1,100.0,False,False
Gevalia Kaffe,3,556,Gevalia Kaffe,1,100.0,False,False
Gevalia-Tassimo,1,557,Gevalia-Tassimo,1,100.0,False,False
Ghost Bird Coffee,2,558,Ghost Bird Coffee,1,100.0,False,False
Ghost Town Coffee Roasters,10,559,Ghost Town Coffee Roasters,1,100.0,False,False
Gillies Coffee Co.,1,560,Gillies Coffee Co.,1,100.0,False,False
Gimme! Coffee,6,561,Gimme! Coffee,1,100.0,False,False
GivCOFFEE,1,563,GivCOFFEE,1,100.0,False,False
Gloria Jean's Coffees,1,564,Gloria Jean's Coffees,1,100.0,False,False
Glory Brew,1,565,Glory Brew,1,100.0,False,False
Goca Coffee,1,566,Goca Coffee,1,100.0,False,False
Golden Ratio,1,567,Golden Ratio,1,100.0,False,False
Golin Coffee Roasters,3,568,Golin Coffee Roasters,1,100.0,False,False
Good Coffee Club,1,570,Good Coffee Club,1,100.0,False,False
Good Day Coffee,2,571,Good Day Coffee,1,100.0,False,False
Good Folks Coffee,2,572,Good Folks Coffee,1,100.0,False,False
Good Land Organics,1,573,Good Land Organics,1,100.0,False,False
Goodboybob,1,574,Goodboybob,1,100.0,False,False
Goodfun Coffee Farm (賴彥合),1,575,Goodfun Coffee Farm (賴彥合),1,100.0,False,False
Gorilla Conservation Coffee,1,576,Gorilla Conservation Coffee,1,100.0,False,False
Gourmesso,2,577,Gourmesso,1,100.0,False,False
Gourmet Coffee Project,4,578,Gourmet Coffee Project,1,100.0,False,False
Gourmet Coffee Shop,1,579,Gourmet Coffee Shop,1,100.0,False,False
Gourmet's Choice Coffee,1,580,Gourmet's Choice Coffee,1,100.0,False,False
Gracenote Coffee Roasters,4,581,Gracenote Coffee Roasters,1,100.0,False,False
Graffeo Coffee,2,582,Graffeo Coffee,1,100.0,False,False
Granja Paraiso 92,4,583,Granja Paraiso 92,1,100.0,False,False
Grass Coffee Roaster,2,584,Grass Coffee Roaster,1,100.0,False,False
Great Northern Gourmet Coffees,2,585,Great Northern Gourmet Coffees,1,100.0,False,False
Great Plains Coffee Roasting,2,586,Great Plains Coffee Roasting,1,100.0,False,False
Greater Goods Coffee Roasters,16,588,Greater Goods Coffee Roasters,1,100.0,False,False
Green Dragon Coffee,2,589,Green Dragon Coffee,1,100.0,False,False
Green Stone Coffee,18,591,Green Stone Coffee,1,100.0,False,False
GreenAlives,12,592,GreenAlives,1,100.0,False,False
Greenwell Farms,2,593,Greenwell Farms,1,100.0,False,False
Greenwich Mountain Estate,1,594,Greenwich Mountain Estate,1,100.0,False,False
Greybox Coffee,1,595,Greybox Coffee,1,100.0,False,False
Gridge's Coffee & Roasting,2,597,Gridge's Coffee & Roasting,1,100.0,False,False
Grounds for Change,9,598,Grounds for Change,1,100.0,False,False
Groundwork Coffee,2,599,Groundwork Coffee,1,100.0,False,False
Growers Alliance Coffee,1,600,Growers Alliance Coffee,1,100.0,False,False
GuKeng Farmers Association,13,601,GuKeng Farmers Association,1,100.0,False,False
Guillermo Botero Mejia,1,602,Guillermo Botero Mejia,1,100.0,False,False
Guorizi Zhai Coffee,1,603,Guorizi Zhai Coffee,1,100.0,False,False
Guyer Farms,1,604,Guyer Farms,1,100.0,False,False
HANX,1,605,HANX,1,100.0,False,False
HMM,1,606,HMM,1,100.0,False,False
HT Traders,1,607,HT Traders,1,100.0,False,False
HWC Coffee,21,608,HWC Coffee,1,100.0,False,False
Hair Raiser Coffee,1,609,Hair Raiser Coffee,1,100.0,False,False
Haitian Bleu,1,610,Haitian Bleu,1,100.0,False,False
Hala Tree Kona Coffee,13,611,Hala Tree Kona Coffee,1,100.0,False,False
Hale Coffee Company,1,612,Hale Coffee Company,1,100.0,False,False
Hamasaki Estate,1,613,Hamasaki Estate,1,100.0,False,False
Hanalei Coffee Roasters,1,614,Hanalei Coffee Roasters,1,100.0,False,False
Handlebar Coffee Roasters,4,615,Handlebar Coffee Roasters,1,100.0,False,False
Happy Coffee,7,616,Happy Coffee,1,100.0,False,False
Has Beans,1,617,Has Beans,1,100.0,False,False
Hatch Coffee,2,618,Hatch Coffee,1,100.0,False,False
Hauma,2,619,Hauma,1,100.0,False,False
Hayman Coffee,1,620,Hayman Coffee,1,100.0,False,False
Heady Cup Coffee Roasters,9,621,Heady Cup Coffee Roasters,1,100.0,False,False
HealthWise Gourmet Low Acid Coffee,1,622,HealthWise Gourmet Low Acid Coffee,1,100.0,False,False
Heart Coffee Roasters,2,623,Heart Coffee Roasters,1,100.0,False,False
Heat Coffee,26,624,Heat Coffee,1,100.0,False,False
Heavenly Hawaiian,1,625,Heavenly Hawaiian,1,100.0,False,False
Heavenly Hawaiian Coffee,1,626,Heavenly Hawaiian Coffee,1,100.0,False,False
Heine Brothers Coffee,1,627,Heine Brothers Coffee,1,100.0,False,False
Heist,2,628,Heist,1,100.0,False,False
Henry's House of Coffee,1,629,Henry's House of Coffee,1,100.0,False,False
Hey Brown,1,632,Hey Brown,1,100.0,False,False
HiLine Coffee,2,633,HiLine Coffee,1,100.0,False,False
Hidden Coffee HK,4,634,Hidden Coffee HK,1,100.0,False,False
Higher Grounds Trading Company,2,635,Higher Grounds Trading Company,1,100.0,False,False
Highfalutin Coffee Roasters,1,636,Highfalutin Coffee Roasters,1,100.0,False,False
Highwire Coffee Roasters,6,637,Highwire Coffee Roasters,1,100.0,False,False
Hill's Bros. Coffee,1,638,Hill's Bros. Coffee,1,100.0,False,False
Hills Bros.,2,639,Hills Bros.,1,100.0,False,False
Ho Soo Tsai,3,640,Ho Soo Tsai,1,100.0,False,False
Home Barista Workshop,2,642,Home Barista Workshop,1,100.0,False,False
Home in Harmony,3,643,Home in Harmony,1,100.0,False,False
Homlamoon Coffee,1,644,Homlamoon Coffee,1,100.0,False,False
Hongdou Sweet Hank Coffee,3,645,Hongdou Sweet Hank Coffee,1,100.0,False,False
Honolulu Coffee,1,646,Honolulu Coffee,1,100.0,False,False
Honomalino Estate,1,647,Honomalino Estate,1,100.0,False,False
Honta Coffee,2,648,Honta Coffee,1,100.0,False,False
Hood River Coffee,3,649,Hood River Coffee,1,100.0,False,False
Horqueta Estate,1,650,Horqueta Estate,1,100.0,False,False
Horsham Coffee Roaster,1,651,Horsham Coffee Roaster,1,100.0,False,False
Hsus Cafe,1,652,Hsus Cafe,1,100.0,False,False
Hua Xi Tian Manor Cafe,1,653,Hua Xi Tian Manor Cafe,1,100.0,False,False
Hualalai Roasting and Coffee Company,1,654,Hualalai Roasting and Coffee Company,1,100.0,False,False
Huang Ting Coffee Estate (陳榮豐),1,655,Huang Ting Coffee Estate (陳榮豐),1,100.0,False,False
Hub Coffee Roasters,4,656,Hub Coffee Roasters,1,100.0,False,False
Humboldt Bay Coffee,5,658,Humboldt Bay Coffee,1,100.0,False,False
Hunter Bay Coffee Roasters,4,659,Hunter Bay Coffee Roasters,1,100.0,False,False
Hutu Cafe Roastery,6,660,Hutu Cafe Roastery,1,100.0,False,False
ICC,1,662,ICC,1,100.0,False,False
ILSE Coffee Roasters,1,663,ILSE Coffee Roasters,1,100.0,False,False
Ichamara,1,664,Ichamara,1,100.0,False,False
Iconik Coffee Roasters,1,665,Iconik Coffee Roasters,1,100.0,False,False
Illuminista Coffee Roasters,1,666,Illuminista Coffee Roasters,1,100.0,False,False
IllyCaffe,4,668,IllyCaffe,1,100.0,False,False
Ilustre Specialty Coffees,2,669,Ilustre Specialty Coffees,1,100.0,False,False
In Taipei Roaster,1,670,In Taipei Roaster,1,100.0,False,False
Indaba Coffee Roasters,17,671,Indaba Coffee Roasters,1,100.0,False,False
Index Coffee,3,672,Index Coffee,1,100.0,False,False
India Badra Estates,2,673,India Badra Estates,1,100.0,False,False
India Balanoor Plantations,1,674,India Balanoor Plantations,1,100.0,False,False
India Betta Crown Blue Pearl,1,675,India Betta Crown Blue Pearl,1,100.0,False,False
India Emerald Valley Estate,1,677,India Emerald Valley Estate,1,100.0,False,False
India Honnamatti Estate,1,678,India Honnamatti Estate,1,100.0,False,False
India Pearl Mountain Estate,1,680,India Pearl Mountain Estate,1,100.0,False,False
Indigenous Coffees,2,681,Indigenous Coffees,1,100.0,False,False
Industrial Joe Coffee,1,682,Industrial Joe Coffee,1,100.0,False,False
Inferno Dynamics Coffee Roastery,1,683,Inferno Dynamics Coffee Roastery,1,100.0,False,False
Ingenuity Coffee Roastery,2,684,Ingenuity Coffee Roastery,1,100.0,False,False
Ink Coffee,2,685,Ink Coffee,1,100.0,False,False
Insight Coffee Roasters,1,686,Insight Coffee Roasters,1,100.0,False,False
InterAmerican Commodities,4,688,InterAmerican Commodities,1,100.0,False,False
Interlude Coffee Roasters,1,689,Interlude Coffee Roasters,1,100.0,False,False
Interpretation Coffee,3,690,Interpretation Coffee,1,100.0,False,False
Intrinsic Coffee Roasters,1,691,Intrinsic Coffee Roasters,1,100.0,False,False
Intuition Coffee,22,692,Intuition Coffee,1,100.0,False,False
Ipanema Gourmet,1,693,Ipanema Gourmet,1,100.0,False,False
Ipanema Ouro Preto,1,694,Ipanema Ouro Preto,1,100.0,False,False
Iron Brew Coffee,2,695,Iron Brew Coffee,1,100.0,False,False
Ironclad Coffee Roasters,3,696,Ironclad Coffee Roasters,1,100.0,False,False
Irving Farm Coffee Roasters,1,697,Irving Farm Coffee Roasters,1,100.0,False,False
Islamorada Coffee Roasters,1,698,Islamorada Coffee Roasters,1,100.0,False,False
Ithaca Coffee Company,3,700,Ithaca Coffee Company,1,100.0,False,False
J. Tudor Estate,1,701,J. Tudor Estate,1,100.0,False,False
J.J. Darboven,2,702,J.J. Darboven,1,100.0,False,False
JH Roaster,1,704,JH Roaster,1,100.0,False,False
JYL Cafe,1,705,JYL Cafe,1,100.0,False,False
Jackrabbit Java,33,706,Jackrabbit Java,1,100.0,False,False
Jacobs Coffee,1,708,Jacobs Coffee,1,100.0,False,False
Jade Cafe,1,709,Jade Cafe,1,100.0,False,False
Jameson Coffee,1,710,Jameson Coffee,1,100.0,False,False
Japanese Coffee Co.,1,712,Japanese Coffee Co.,1,100.0,False,False
Jason C Yang Beverage Expert Enterprise,1,713,Jason C Yang Beverage Expert Enterprise,1,100.0,False,False
Jaunt Coffee Roasters,44,714,Jaunt Coffee Roasters,1,100.0,False,False
Java Blend Coffee Roasters,7,715,Java Blend Coffee Roasters,1,100.0,False,False
Java City,2,716,Java City,1,100.0,False,False
Java Trading Company,2,718,Java Trading Company,1,100.0,False,False
Javaloha,1,719,Javaloha,1,100.0,False,False
Jebena Coffees,5,720,Jebena Coffees,1,100.0,False,False
Jersey Shore Coffee Roasters,1,722,Jersey Shore Coffee Roasters,1,100.0,False,False
Jesus Mountain Estate,1,723,Jesus Mountain Estate,1,100.0,False,False
Ji Shan Cafe,2,724,Ji Shan Cafe,1,100.0,False,False
Jim's Burger Cafe,2,725,Jim's Burger Cafe,1,100.0,False,False
Jiva Cubes Instant Coffee Packets,1,726,Jiva Cubes Instant Coffee Packets,1,100.0,False,False
Joe Bean Roasters,6,727,Joe Bean Roasters,1,100.0,False,False
Joe to Go,1,729,Joe to Go,1,100.0,False,False
Joe's Coffee House,1,730,Joe's Coffee House,1,100.0,False,False
Jojo's Specialty Coffee & Tea,2,731,Jojo's Specialty Coffee & Tea,1,100.0,False,False
Jolly Caffe,1,732,Jolly Caffe,1,100.0,False,False
Jones Coffee,1,733,Jones Coffee,1,100.0,False,False
Joyful-House,1,735,Joyful-House,1,100.0,False,False
Juan Valdez,1,736,Juan Valdez,1,100.0,False,False
Julian Coffee Roasters,2,737,Julian Coffee Roasters,1,100.0,False,False
Julius Meinl,2,738,Julius Meinl,1,100.0,False,False
Just Coffee,3,739,Just Coffee,1,100.0,False,False
Just Coffee Cooperative,1,740,Just Coffee Cooperative,1,100.0,False,False
Just Love Coffee Roasters,4,741,Just Love Coffee Roasters,1,100.0,False,False
K & F Select,1,742,K & F Select,1,100.0,False,False
K Brew,2,743,K Brew,1,100.0,False,False
KNOT Koffee,1,744,KNOT Koffee,1,100.0,False,False
Ka'u Specialty Coffee,2,745,Ka'u Specialty Coffee,1,100.0,False,False
Kaanapali Estate Coffee,3,746,Kaanapali Estate Coffee,1,100.0,False,False
Kaapi Royale,1,747,Kaapi Royale,1,100.0,False,False
Kafe 1804,2,748,Kafe 1804,1,100.0,False,False
Kafe Coffee Roastery,24,749,Kafe Coffee Roastery,1,100.0,False,False
Kaffe Magnum Opus,9,750,Kaffe Magnum Opus,1,100.0,False,False
Kaffetre,1,751,Kaffetre,1,100.0,False,False
Kahawa 1893,1,752,Kahawa 1893,1,100.0,False,False
Kaladi Brothers Coffee,1,754,Kaladi Brothers Coffee,1,100.0,False,False
Kaldi's Best Sustainable Coffees,4,755,Kaldi's Best Sustainable Coffees,1,100.0,False,False
Kapi Coffee,1,757,Kapi Coffee,1,100.0,False,False
Kapi Dow Coffee Roasters,2,758,Kapi Dow Coffee Roasters,1,100.0,False,False
Kasasagi Coffee Roasters,3,759,Kasasagi Coffee Roasters,1,100.0,False,False
Kavanaugh Coffee,2,761,Kavanaugh Coffee,1,100.0,False,False
Kaya Imports,1,762,Kaya Imports,1,100.0,False,False
KenntaRoast,1,764,KenntaRoast,1,100.0,False,False
Kili Caffe,1,765,Kili Caffe,1,100.0,False,False
King's Gambit Coffee,1,766,King's Gambit Coffee,1,100.0,False,False
King's Koffee,1,767,King's Koffee,1,100.0,False,False
Kingha Estate,1,768,Kingha Estate,1,100.0,False,False
Kirkland Signature (Costco),5,769,Kirkland Signature (Costco),1,100.0,False,False
Kiunyu AA,1,770,Kiunyu AA,1,100.0,False,False
Klatch Coffee,90,771,Klatch Coffee,1,100.0,False,False
Knockbox Coffee,1,772,Knockbox Coffee,1,100.0,False,False
Knutsen Coffees,1,773,Knutsen Coffees,1,100.0,False,False
Kobricks Coffee,1,774,Kobricks Coffee,1,100.0,False,False
Koffie Kàn,1,775,Koffie Kàn,1,100.0,False,False
Kokopelli Coffee and Tea,1,776,Kokopelli Coffee and Tea,1,100.0,False,False
Kona Blue Sky Coffee,2,777,Kona Blue Sky Coffee,1,100.0,False,False
Kona Cafe,2,778,Kona Cafe,1,100.0,False,False
Kona Coffee Purveyors,1,779,Kona Coffee Purveyors,1,100.0,False,False
Kona Earth Coffee,2,780,Kona Earth Coffee,1,100.0,False,False
Kona Farm Direct,9,781,Kona Farm Direct,1,100.0,False,False
Kona Hills Coffee,1,782,Kona Hills Coffee,1,100.0,False,False
Kona Kimo Coffee,1,783,Kona Kimo Coffee,1,100.0,False,False
Kona Love Coffee Co.,4,784,Kona Love Coffee Co.,1,100.0,False,False
Kona Luna Coffee,1,785,Kona Luna Coffee,1,100.0,False,False
Kona Mountain Coffee,1,786,Kona Mountain Coffee,1,100.0,False,False
Kona Premium Coffee,1,787,Kona Premium Coffee,1,100.0,False,False
Kona Roasted,3,788,Kona Roasted,1,100.0,False,False
Kona View Coffee,1,789,Kona View Coffee,1,100.0,False,False
Koolbreeze Distribution,1,790,Koolbreeze Distribution,1,100.0,False,False
Kopi Ibrik,1,791,Kopi Ibrik,1,100.0,False,False
Kowa,1,792,Kowa,1,100.0,False,False
Kraft Foods,3,793,Kraft Foods,1,100.0,False,False
Kuma Coffee,10,794,Kuma Coffee,1,100.0,False,False
"Kunshan Kokei co., LTD",4,795,"Kunshan Kokei co., LTD",1,100.0,False,False
Kura Java Coffee,1,796,Kura Java Coffee,1,100.0,False,False
Kustomcoffee,1,797,Kustomcoffee,1,100.0,False,False
LB Coffee,1,798,LB Coffee,1,100.0,False,False
LECO Coffee,4,799,LECO Coffee,1,100.0,False,False
La Bean Coffee,5,800,La Bean Coffee,1,100.0,False,False
La Berlina Estate,1,801,La Berlina Estate,1,100.0,False,False
La Costa Coffee Roasting,1,803,La Costa Coffee Roasting,1,100.0,False,False
La Familia del Cafe,1,804,La Familia del Cafe,1,100.0,False,False
La Flor del Cafe,1,805,La Flor del Cafe,1,100.0,False,False
La Lucie Estate,1,807,La Lucie Estate,1,100.0,False,False
La Torcaza Estate,1,809,La Torcaza Estate,1,100.0,False,False
La Vida Java Coffee & Micro-Roastery,1,811,La Vida Java Coffee & Micro-Roastery,1,100.0,False,False
Lab 146,1,812,Lab 146,1,100.0,False,False
Lamppost Coffee Roasters,1,813,Lamppost Coffee Roasters,1,100.0,False,False
Lao Mountain Coffee,1,814,Lao Mountain Coffee,1,100.0,False,False
Larin,2,815,Larin,1,100.0,False,False
Las Brumas Rainforest Coffee,2,817,Las Brumas Rainforest Coffee,1,100.0,False,False
Las Lajas Cooperative,1,819,Las Lajas Cooperative,1,100.0,False,False
Lasaters Coffee & Tea,1,820,Lasaters Coffee & Tea,1,100.0,False,False
Latitude 23.5,1,821,Latitude 23.5,1,100.0,False,False
Lavender Coffee Boutique,1,823,Lavender Coffee Boutique,1,100.0,False,False
Le Brewlife,7,824,Le Brewlife,1,100.0,False,False
Lean Coffee Roasters,1,825,Lean Coffee Roasters,1,100.0,False,False
Lee Dong Coffee,12,826,Lee Dong Coffee,1,100.0,False,False
Left Bank Cafe,1,827,Left Bank Cafe,1,100.0,False,False
Lenny's Lab Coffee,1,828,Lenny's Lab Coffee,1,100.0,False,False
Leopard Forest Coffee,4,829,Leopard Forest Coffee,1,100.0,False,False
Lerida Estate,1,830,Lerida Estate,1,100.0,False,False
Level Ground Trading,3,831,Level Ground Trading,1,100.0,False,False
Lexington Coffee Roasters,75,832,Lexington Coffee Roasters,1,100.0,False,False
Libero Coffee,3,833,Libero Coffee,1,100.0,False,False
Lighthouse Roasters,1,834,Lighthouse Roasters,1,100.0,False,False
Lin Jen Wei’s Black Jar Coffee,18,835,Lin Jen Wei’s Black Jar Coffee,1,100.0,False,False
Lin's Home Roasters,1,836,Lin's Home Roasters,1,100.0,False,False
Lina Premium Coffee,5,837,Lina Premium Coffee,1,100.0,False,False
Linea Caffe S.F.,1,838,Linea Caffe S.F.,1,100.0,False,False
Linking Coffee,2,839,Linking Coffee,1,100.0,False,False
Lino Cafe,1,840,Lino Cafe,1,100.0,False,False
Lino'spresso,1,841,Lino'spresso,1,100.0,False,False
Linsun Coffee,1,842,Linsun Coffee,1,100.0,False,False
Lion Coffee,2,843,Lion Coffee,1,100.0,False,False
Little City Coffee Roaster,1,844,Little City Coffee Roaster,1,100.0,False,False
Little Feet Coffee,1,845,Little Feet Coffee,1,100.0,False,False
Little Waves Coffee,9,846,Little Waves Coffee,1,100.0,False,False
Little While,1,847,Little While,1,100.0,False,False
Little Wolf Coffee,1,848,Little Wolf Coffee,1,100.0,False,False
Lofty Coffee Co.,1,849,Lofty Coffee Co.,1,100.0,False,False
Lone Coffee,4,850,Lone Coffee,1,100.0,False,False
Lone Oak Coffee Company,4,851,Lone Oak Coffee Company,1,100.0,False,False
Lone Pine Coffee Roasters,2,852,Lone Pine Coffee Roasters,1,100.0,False,False
Longbottom Coffee and Tea,1,853,Longbottom Coffee and Tea,1,100.0,False,False
Looking Homeward Coffee,1,854,Looking Homeward Coffee,1,100.0,False,False
Los Alpes Estate,1,855,Los Alpes Estate,1,100.0,False,False
Los Ausoles Cooperative,1,856,Los Ausoles Cooperative,1,100.0,False,False
Los Gatos Coffee Roasting Company,1,857,Los Gatos Coffee Roasting Company,1,100.0,False,False
Lost Dutchman Coffee Roasters,1,858,Lost Dutchman Coffee Roasters,1,100.0,False,False
Lu's Coffee,1,859,Lu's Coffee,1,100.0,False,False
Lucaff?,1,860,Lucaff?,1,100.0,False,False
Luck Bros' Coffee,1,861,Luck Bros' Coffee,1,100.0,False,False
Lucky Cafe,2,862,Lucky Cafe,1,100.0,False,False
Lucky Stores,1,863,Lucky Stores,1,100.0,False,False
Luv Moshi,4,864,Luv Moshi,1,100.0,False,False
Luwak Coffee,2,865,Luwak Coffee,1,100.0,False,False
MJ Bear Coffee,1,866,MJ Bear Coffee,1,100.0,False,False
MJB,3,867,MJB,1,100.0,False,False
MK Coffee Roasters,6,868,MK Coffee Roasters,1,100.0,False,False
MT49 Cafe,2,869,MT49 Cafe,1,100.0,False,False
Madcap Coffee,1,870,Madcap Coffee,1,100.0,False,False
Madera Coffee,1,871,Madera Coffee,1,100.0,False,False
Madness Roastworks,3,872,Madness Roastworks,1,100.0,False,False
Magic Hat Cafe,1,873,Magic Hat Cafe,1,100.0,False,False
Magnolia Coffee,46,874,Magnolia Coffee,1,100.0,False,False
Magpie Coffee Roasters,2,875,Magpie Coffee Roasters,1,100.0,False,False
Majik Coffee,1,876,Majik Coffee,1,100.0,False,False
Mama Cata Estate,1,877,Mama Cata Estate,1,100.0,False,False
Mamechamame Coffee,1,878,Mamechamame Coffee,1,100.0,False,False
ManLao River Coffee Company,2,879,ManLao River Coffee Company,1,100.0,False,False
Manchill Roasteria,4,880,Manchill Roasteria,1,100.0,False,False
Mango Cafe,1,881,Mango Cafe,1,100.0,False,False
Manzanita Roasting Company,7,882,Manzanita Roasting Company,1,100.0,False,False
Market Lane Coffee,1,884,Market Lane Coffee,1,100.0,False,False
Marley Coffee,2,885,Marley Coffee,1,100.0,False,False
Marques de Paiva (Sam's Club),2,886,Marques de Paiva (Sam's Club),1,100.0,False,False
Martinson Coffee,2,888,Martinson Coffee,1,100.0,False,False
Marua,1,889,Marua,1,100.0,False,False
Maskal Fine Coffee,1,890,Maskal Fine Coffee,1,100.0,False,False
Matt's Wood-Roasted Organic Coffee,4,891,Matt's Wood-Roasted Organic Coffee,1,100.0,False,False
Maui 'Oma,1,892,Maui 'Oma,1,100.0,False,False
Maunier Estate,1,893,Maunier Estate,1,100.0,False,False
Mavis Bank,1,894,Mavis Bank,1,100.0,False,False
Maxim Coffee,1,895,Maxim Coffee,1,100.0,False,False
Mayorga Coffee Roasters,1,897,Mayorga Coffee Roasters,1,100.0,False,False
McCafe,1,898,McCafe,1,100.0,False,False
McClure Farms,1,899,McClure Farms,1,100.0,False,False
McNulty's Tea & Coffee,1,900,McNulty's Tea & Coffee,1,100.0,False,False
Mecca Coffee,1,901,Mecca Coffee,1,100.0,False,False
Medalgia d’Oro,1,902,Medalgia d’Oro,1,100.0,False,False
Melitta,5,903,Melitta,1,100.0,False,False
