raw_name,n_records,cluster_id,canonical_name,cluster_size,min_internal_score,chain_risk,violates_decision
Abundancia Kenyan Coffee,1,18,Abundancia Kenyan Coffee,1,100.0,False,False
Achilles Coffee Roasters,5,19,Achilles Coffee Roasters,1,100.0,False,False
Adam's Organic Coffees,1,20,Adam's Organic Coffees,1,100.0,False,False
Aether Coffee,2,21,Aether Coffee,1,100.0,False,False
Agalta Coffee Company,1,22,Agalta Coffee Company,1,100.0,False,False
Ailurophile Coffee Roastery,1,23,Ailurophile Coffee Roastery,1,100.0,False,False
Alakef Coffee Roasters,1,24,Alakef Coffee Roasters,1,100.0,False,False
Alaska Coffee Roasting of Miami,1,26,Alaska Coffee Roasting of Miami,1,100.0,False,False
Alchemy,1,27,Alchemy,1,100.0,False,False
Alephant Coffee,1,28,Alephant Coffee,1,100.0,False,False
Aliena Coffee Roasters,1,29,Aliena Coffee Roasters,1,100.0,False,False
Alterra Coffee Roasters,4,32,Alterra Coffee Roasters,1,100.0,False,False
Amante Coffee,2,33,Amante Coffee,1,100.0,False,False
Amavida Coffee Roasters,24,34,Amavida Coffee Roasters,1,100.0,False,False
Amcafe,1,35,Amcafe,1,100.0,False,False
American Coffee Company,1,36,American Coffee Company,1,100.0,False,False
American Favorites,3,37,American Favorites,1,100.0,False,False
"Americo, Melo & Co.",1,38,"Americo, Melo & Co.",1,100.0,False,False
Amor,1,39,Amor,1,100.0,False,False
Ancora Coffee Roasters,12,40,Ancora Coffee Roasters,1,100.0,False,False
Angeles Roastery,2,41,Angeles Roastery,1,100.0,False,False
Animalcoffee,3,42,Animalcoffee,1,100.0,False,False
Another Beans Coffee Roasters,1,43,Another Beans Coffee Roasters,1,100.0,False,False
Anthony's Coffee,1,44,Anthony's Coffee,1,100.0,False,False
Antigua Coffee Lab,1,45,Antigua Coffee Lab,1,100.0,False,False
Aokamomo Coffee,1,46,Aokamomo Coffee,1,100.0,False,False
Apasionado Coffee,1,47,Apasionado Coffee,1,100.0,False,False
Ara Azzurro,1,49,Ara Azzurro,1,100.0,False,False
Arbor Day Specialty Coffee,5,50,Arbor Day Specialty Coffee,1,100.0,False,False
Arbuckle Coffee,2,51,Arbuckle Coffee,1,100.0,False,False
Archer Farms,3,52,Archer Farms,1,100.0,False,False
Argyle Coffee Roasters,4,53,Argyle Coffee Roasters,1,100.0,False,False
Armeno Coffee,12,54,Armeno Coffee,1,100.0,False,False
Aroma Coffee Roasters,1,55,Aroma Coffee Roasters,1,100.0,False,False
Aromanté,2,56,Aromanté,1,100.0,False,False
Artisan Roast,1,57,Artisan Roast,1,100.0,False,False
Astro Cafe,1,58,Astro Cafe,1,100.0,False,False
Atom Coffee Roasters,7,59,Atom Coffee Roasters,1,100.0,False,False
Attibassi Espresso Italiano,1,61,Attibassi Espresso Italiano,1,100.0,False,False
Augie's Coffee Roasters,2,62,Augie's Coffee Roasters,1,100.0,False,False
Auto Coffee,3,63,Auto Coffee,1,100.0,False,False
Avatar Coffee Roasters,2,64,Avatar Coffee Roasters,1,100.0,False,False
Axil Coffee Roasters,1,65,Axil Coffee Roasters,1,100.0,False,False
BLK & Bold,1,67,BLK & Bold,1,100.0,False,False
Baba Java Coffee,7,69,Baba Java Coffee,1,100.0,False,False
Baby's Coffee,1,70,Baby's Coffee,1,100.0,False,False
Bacca Cafe,5,71,Bacca Cafe,1,100.0,False,False
Back Home Coffee,1,72,Back Home Coffee,1,100.0,False,False
Backporch Coffee Roasters,1,73,Backporch Coffee Roasters,1,100.0,False,False
Baja Vista,1,76,Baja Vista,1,100.0,False,False
Bajo Mono Estate,1,77,Bajo Mono Estate,1,100.0,False,False
Balmy Day Coffee Office,3,78,Balmy Day Coffee Office,1,100.0,False,False
Bar Nine,2,79,Bar Nine,1,100.0,False,False
Bard Coffee,23,80,Bard Coffee,1,100.0,False,False
Barefoot Coffee Roasters,20,81,Barefoot Coffee Roasters,1,100.0,False,False
Bargain Cafe,47,82,Bargain Cafe,1,100.0,False,False
Barismo,2,83,Barismo,1,100.0,False,False
Barista HK,1,84,Barista HK,1,100.0,False,False
Barnie's Coffee & Tea,8,85,Barnie's Coffee & Tea,1,100.0,False,False
Baronet Coffee Roasters,1,86,Baronet Coffee Roasters,1,100.0,False,False
Baronhall Estate,1,87,Baronhall Estate,1,100.0,False,False
Bartlett's Premium Coffee,1,89,Bartlett's Premium Coffee,1,100.0,False,False
Bartok Coffee,5,90,Bartok Coffee,1,100.0,False,False
Bassline Coffee,3,91,Bassline Coffee,1,100.0,False,False
Batdorf & Bronson,33,92,Batdorf & Bronson,1,100.0,False,False
Bathe in the Moonlight Cafe,1,93,Bathe in the Moonlight Cafe,1,100.0,False,False
Battlecreek Coffee Roasters,3,94,Battlecreek Coffee Roasters,1,100.0,False,False
Bay View Farm,3,95,Bay View Farm,1,100.0,False,False
Bayview Farms,2,96,Bayview Farms,1,100.0,False,False
Beachcomber Coffee,3,97,Beachcomber Coffee,1,100.0,False,False
Beacon Coffee Roasters,7,98,Beacon Coffee Roasters,1,100.0,False,False
Bean & Bean,1,99,Bean & Bean,1,100.0,False,False
"Bean Born Agriculture Technology, Inc.",3,100,"Bean Born Agriculture Technology, Inc.",1,100.0,False,False
Beanberry Coffee,3,102,Beanberry Coffee,1,100.0,False,False
Beansmith Coffee,10,103,Beansmith Coffee,1,100.0,False,False
Bella Carmona,1,105,Bella Carmona,1,100.0,False,False
Belray Coffee,1,106,Belray Coffee,1,100.0,False,False
Ben's Beans,2,107,Ben's Beans,1,100.0,False,False
Bendz Coffee,1,108,Bendz Coffee,1,100.0,False,False
Bent Tree Coffee Roasters,1,109,Bent Tree Coffee Roasters,1,100.0,False,False
Berardi's Fresh Roast,1,110,Berardi's Fresh Roast,1,100.0,False,False
Beveo Coffee & Tea,4,111,Beveo Coffee & Tea,1,100.0,False,False
Beverage Experts,1,112,Beverage Experts,1,100.0,False,False
Beyond 85 Coffee,4,113,Beyond 85 Coffee,1,100.0,False,False
Bhagya Estate,1,114,Bhagya Estate,1,100.0,False,False
Bicerin Coffee,3,115,Bicerin Coffee,1,100.0,False,False
Bicycle Coffee,1,116,Bicycle Coffee,1,100.0,False,False
Big Creek Coffee Roasters,22,117,Big Creek Coffee Roasters,1,100.0,False,False
Big Island Coffee Roasters,41,118,Big Island Coffee Roasters,1,100.0,False,False
Big Nose Cafe,4,119,Big Nose Cafe,1,100.0,False,False
Big Shoulders Coffee,66,120,Big Shoulders Coffee,1,100.0,False,False
BigFace Coffee,1,121,BigFace Coffee,1,100.0,False,False
Bikkimane Estate,1,122,Bikkimane Estate,1,100.0,False,False
Bird Rock Coffee Roasters,104,123,Bird Rock Coffee Roasters,1,100.0,False,False
Birds and Beans,1,124,Birds and Beans,1,100.0,False,False
Black & White Coffee Roasters,2,125,Black & White Coffee Roasters,1,100.0,False,False
Black Bar Cafe,3,126,Black Bar Cafe,1,100.0,False,False
Black Coffee Roasting,1,127,Black Coffee Roasting,1,100.0,False,False
Black Medicine,2,128,Black Medicine,1,100.0,False,False
Black Oak Coffee Roasters,4,129,Black Oak Coffee Roasters,1,100.0,False,False
Blacksaks Roasters,1,130,Blacksaks Roasters,1,100.0,False,False
Blanchard's Coffee,1,131,Blanchard's Coffee,1,100.0,False,False
Blendin Coffee Club,1,132,Blendin Coffee Club,1,100.0,False,False
Bloom Coffee Roasters,1,133,Bloom Coffee Roasters,1,100.0,False,False
Blue Bottle Coffee,14,134,Blue Bottle Coffee,1,100.0,False,False
Blue Mountain Trading Company,1,135,Blue Mountain Trading Company,1,100.0,False,False
Blue Sail Coffee Roasters,1,136,Blue Sail Coffee Roasters,1,100.0,False,False
Bluebeard Coffee Roasters,2,137,Bluebeard Coffee Roasters,1,100.0,False,False
Bluekoff Company,29,138,Bluekoff Company,1,100.0,False,False
Blueprint Coffee,4,139,Blueprint Coffee,1,100.0,False,False
Blues Brew Coffee,4,140,Blues Brew Coffee,1,100.0,False,False
Boca Java Gourmet Coffee & Tea,1,141,Boca Java Gourmet Coffee & Tea,1,100.0,False,False
Boil Line Coffee Company,1,142,Boil Line Coffee Company,1,100.0,False,False
Bold ! Bean,1,143,Bold ! Bean,1,100.0,False,False
Bom Dia Cafe,6,144,Bom Dia Cafe,1,100.0,False,False
Bona Kafo Roastery,2,145,Bona Kafo Roastery,1,100.0,False,False
Bonfire Coffee Company,1,146,Bonfire Coffee Company,1,100.0,False,False
Bongo Java Roasting Co.,1,147,Bongo Java Roasting Co.,1,100.0,False,False
Bonlife Coffee,14,148,Bonlife Coffee,1,100.0,False,False
Boon Boona Coffee,2,149,Boon Boona Coffee,1,100.0,False,False
Bootstrap Coffee Roasters,3,150,Bootstrap Coffee Roasters,1,100.0,False,False
Boutet Estate,1,151,Boutet Estate,1,100.0,False,False
Bows Coffee Roasters,1,152,Bows Coffee Roasters,1,100.0,False,False
Boxcar Coffee Roasters,1,153,Boxcar Coffee Roasters,1,100.0,False,False
Brain Helmet,2,155,Brain Helmet,1,100.0,False,False
Branch Street Coffee Roasters,13,156,Branch Street Coffee Roasters,1,100.0,False,False
Brand 425,1,157,Brand 425,1,100.0,False,False
Breck Coffee Roasters,1,158,Breck Coffee Roasters,1,100.0,False,False
Bridge Coffee Co.,2,159,Bridge Coffee Co.,1,100.0,False,False
Bridgetown Coffee,2,160,Bridgetown Coffee,1,100.0,False,False
Brioso Coffee,2,161,Brioso Coffee,1,100.0,False,False
Broadsheet Coffee,1,162,Broadsheet Coffee,1,100.0,False,False
Brocade Specialty Coffee,3,163,Brocade Specialty Coffee,1,100.0,False,False
Brown Gold,5,164,Brown Gold,1,100.0,False,False
Buckmaster Coffee,1,165,Buckmaster Coffee,1,100.0,False,False
Bucks County Coffee,14,166,Bucks County Coffee,1,100.0,False,False
Buddha's Cup,2,167,Buddha's Cup,1,100.0,False,False
Buena Vista Coffee (Jewel-Osco),1,168,Buena Vista Coffee (Jewel-Osco),1,100.0,False,False
Bull Run Roasting,4,169,Bull Run Roasting,1,100.0,False,False
Buon Caffe,109,170,Buon Caffe,1,100.0,False,False
CAFELINO,1,171,CAFELINO,1,100.0,False,False
CATAMONA,2,172,CATAMONA,1,100.0,False,False
CC's Coffee,8,173,CC's Coffee,1,100.0,False,False
CMYK Coffee,5,174,CMYK Coffee,1,100.0,False,False
Cachoeira Fernando Paiva,1,175,Cachoeira Fernando Paiva,1,100.0,False,False
Cadence Cold Brew Coffee,4,176,Cadence Cold Brew Coffee,1,100.0,False,False
Cafe Arles,1,177,Cafe Arles,1,100.0,False,False
Cafe Arome,1,178,Cafe Arome,1,100.0,False,False
Cafe Backstage,1,179,Cafe Backstage,1,100.0,False,False
Cafe Bello,1,180,Cafe Bello,1,100.0,False,False
Cafe Choisi,2,183,Cafe Choisi,1,100.0,False,False
Cafe Don Pablo,1,185,Cafe Don Pablo,1,100.0,False,False
Cafe Douceur,1,186,Cafe Douceur,1,100.0,False,False
Cafe El Meson,1,187,Cafe El Meson,1,100.0,False,False
Cafe Est,4,188,Cafe Est,1,100.0,False,False
Cafe Femenino,1,190,Cafe Femenino,1,100.0,False,False
Cafe Fugu Roasters,5,191,Cafe Fugu Roasters,1,100.0,False,False
Cafe Kreyol,16,193,Cafe Kreyol,1,100.0,False,False
Cafe Pilao,1,196,Cafe Pilao,1,100.0,False,False
Cafe Red Bean Shop,4,197,Cafe Red Bean Shop,1,100.0,False,False
Cafe Sunrise,2,199,Cafe Sunrise,1,100.0,False,False
Cafe Unido,1,200,Cafe Unido,1,100.0,False,False
Cafe Virtuoso,20,202,Cafe Virtuoso,1,100.0,False,False
Cafe Vivo,3,203,Cafe Vivo,1,100.0,False,False
Cafe de Fiore,1,204,Cafe de Fiore,1,100.0,False,False
Cafe de Lya,1,206,Cafe de Lya,1,100.0,False,False
Cafe330,2,207,Cafe330,1,100.0,False,False
CafeTaster,14,208,CafeTaster,1,100.0,False,False
Cafecita,1,209,Cafecita,1,100.0,False,False
Cafetalera Fernandez,1,210,Cafetalera Fernandez,1,100.0,False,False
Cafetera de Chaparral,1,211,Cafetera de Chaparral,1,100.0,False,False
Caffe Appassionato,5,212,Caffe Appassionato,1,100.0,False,False
Caffe Artigiano,1,213,Caffe Artigiano,1,100.0,False,False
Caffe Artigiano-49th Parallel Roasters,1,214,Caffe Artigiano-49th Parallel Roasters,1,100.0,False,False
Caffe Bomrad,2,215,Caffe Bomrad,1,100.0,False,False
Caffe Botanica,2,216,Caffe Botanica,1,100.0,False,False
Caffe D'Arte,1,217,Caffe D'Arte,1,100.0,False,False
Caffe Fiore,1,218,Caffe Fiore,1,100.0,False,False
Caffe Fresco,2,219,Caffe Fresco,1,100.0,False,False
Caffe Ibis,5,220,Caffe Ibis,1,100.0,False,False
Caffe Ladro,4,221,Caffe Ladro,1,100.0,False,False
Caffe Ladro (Taiwan),1,222,Caffe Ladro (Taiwan),1,100.0,False,False
Caffe Lusso Coffee Roasters,1,223,Caffe Lusso Coffee Roasters,1,100.0,False,False
Caffe Luxxe,23,224,Caffe Luxxe,1,100.0,False,False
Caffe Manaresi,1,225,Caffe Manaresi,1,100.0,False,False
Caffe Pronto Coffee Roastery,11,226,Caffe Pronto Coffee Roastery,1,100.0,False,False
Caffe Vita Coffee Roasting Co.,5,227,Caffe Vita Coffee Roasting Co.,1,100.0,False,False
Caffeic,4,228,Caffeic,1,100.0,False,False
Caffeination,1,229,Caffeination,1,100.0,False,False
Caffé Artigiano Taiwan,1,230,Caffé Artigiano Taiwan,1,100.0,False,False
Caffé Trieste,1,231,Caffé Trieste,1,100.0,False,False
Caffé Umbria,2,232,Caffé Umbria,1,100.0,False,False
Café Buen Dia,1,233,Café Buen Dia,1,100.0,False,False
Café Bustelo,1,234,Café Bustelo,1,100.0,False,False
Café Capricho,1,235,Café Capricho,1,100.0,False,False
Café Chiayi J11,1,236,Café Chiayi J11,1,100.0,False,False
Café Flor de Apia,1,237,Café Flor de Apia,1,100.0,False,False
Café Garrido,1,238,Café Garrido,1,100.0,False,False
Café Godiva,1,239,Café Godiva,1,100.0,False,False
Café Guanes,1,240,Café Guanes,1,100.0,False,False
Café Hubert Saint-Jean,1,241,Café Hubert Saint-Jean,1,100.0,False,False
Café Juquila,1,242,Café Juquila,1,100.0,False,False
Café La Semeuse,1,243,Café La Semeuse,1,100.0,False,False
Café Xaragua Single Origin Coffee,1,247,Café Xaragua Single Origin Coffee,1,100.0,False,False
Café d'Alma,3,248,Café d'Alma,1,100.0,False,False
Caféine Coffee,1,249,Caféine Coffee,1,100.0,False,False
California Coffee Roasters,7,251,California Coffee Roasters,1,100.0,False,False
Calistoga Roastery,1,252,Calistoga Roastery,1,100.0,False,False
Cama Cafe,2,253,Cama Cafe,1,100.0,False,False
Camano Island Coffee Roasters,1,254,Camano Island Coffee Roasters,1,100.0,False,False
Cambria Coffee,1,255,Cambria Coffee,1,100.0,False,False
Cameron’s Coffee,1,256,Cameron’s Coffee,1,100.0,False,False
Camino Real Coffee Roasters,2,257,Camino Real Coffee Roasters,1,100.0,False,False
Campos Coffee,5,258,Campos Coffee,1,100.0,False,False
Canterbury Coffee,9,259,Canterbury Coffee,1,100.0,False,False
Caoban Coffee,5,260,Caoban Coffee,1,100.0,False,False
Caravali Coffee,2,262,Caravali Coffee,1,100.0,False,False
Caravan Coffee,4,263,Caravan Coffee,1,100.0,False,False
Caribeans,1,264,Caribeans,1,100.0,False,False
Caribou Coffee,46,265,Caribou Coffee,1,100.0,False,False
Carmen Cafe,1,266,Carmen Cafe,1,100.0,False,False
Carrboro Coffee Roasters,1,267,Carrboro Coffee Roasters,1,100.0,False,False
Carte Noire,1,268,Carte Noire,1,100.0,False,False
Cartel Coffee Lab,2,269,Cartel Coffee Lab,1,100.0,False,False
Carvalho Coffee,2,270,Carvalho Coffee,1,100.0,False,False
Casa Ruiz,1,271,Casa Ruiz,1,100.0,False,False
Casa Toral,1,272,Casa Toral,1,100.0,False,False
Central Coast Coffee Roasting,1,273,Central Coast Coffee Roasting,1,100.0,False,False
Central Perk Coffee Co.,1,274,Central Perk Coffee Co.,1,100.0,False,False
Ceremony Coffee Roasters,1,275,Ceremony Coffee Roasters,1,100.0,False,False
Cerro Grande,1,276,Cerro Grande,1,100.0,False,False
ChacolaTAY,11,277,ChacolaTAY,1,100.0,False,False
ChadLou's Coffee Roasters,1,278,ChadLou's Coffee Roasters,1,100.0,False,False
Chamberlain Coffee,1,279,Chamberlain Coffee,1,100.0,False,False
Chaos Coffee Company,2,280,Chaos Coffee Company,1,100.0,False,False
Charlotte Coffee Company,3,281,Charlotte Coffee Company,1,100.0,False,False
Cheer Beans,3,282,Cheer Beans,1,100.0,False,False
Chen Sheng-Le,1,283,Chen Sheng-Le,1,100.0,False,False
"Cherry Coffee Estate, Gukeng",1,284,"Cherry Coffee Estate, Gukeng",1,100.0,False,False
Chez Cafe,1,286,Chez Cafe,1,100.0,False,False
Chia Hua Tsai,1,287,Chia Hua Tsai,1,100.0,False,False
Chiming Coffee,2,288,Chiming Coffee,1,100.0,False,False
Ching Ye Coffee Estate,1,289,Ching Ye Coffee Estate,1,100.0,False,False
Chock Full O'Nuts Coffee,1,290,Chock Full O'Nuts Coffee,1,100.0,False,False
Chocolate Fish Coffee Roasters,17,291,Chocolate Fish Coffee Roasters,1,100.0,False,False
Choosy Gourmet,3,292,Choosy Gourmet,1,100.0,False,False
Chousin Coffee Collection,2,293,Chousin Coffee Collection,1,100.0,False,False
Chuck's Roast,7,295,Chuck's Roast,1,100.0,False,False
Cimarron Coffee Roasters,8,296,Cimarron Coffee Roasters,1,100.0,False,False
City Bean Coffee,6,297,City Bean Coffee,1,100.0,False,False
City Boy Coffee,9,298,City Boy Coffee,1,100.0,False,False
City Roast,1,299,City Roast,1,100.0,False,False
City Steam Coffee,1,300,City Steam Coffee,1,100.0,False,False
Classic Coffees Roasting Co.,2,301,Classic Coffees Roasting Co.,1,100.0,False,False
Clifton Coffee Roasters,1,302,Clifton Coffee Roasters,1,100.0,False,False
Climpson & Sons Coffee Roasters,2,303,Climpson & Sons Coffee Roasters,1,100.0,False,False
Clive Coffee,1,304,Clive Coffee,1,100.0,False,False
Cloud City Coffee,2,305,Cloud City Coffee,1,100.0,False,False
Coastal Peaks Coffee,1,306,Coastal Peaks Coffee,1,100.0,False,False
Coava Coffee Roasters,52,307,Coava Coffee Roasters,1,100.0,False,False
Coda Coffee,2,308,Coda Coffee,1,100.0,False,False
CofFeeling,14,309,CofFeeling,1,100.0,False,False
Coffea Guatemala,1,310,Coffea Guatemala,1,100.0,False,False
Coffea Roasterie,17,311,Coffea Roasterie,1,100.0,False,False
Coffea Roasters,3,312,Coffea Roasters,1,100.0,False,False
Coffee Alchemy,1,313,Coffee Alchemy,1,100.0,False,False
Coffee Bean Direct,3,314,Coffee Bean Direct,1,100.0,False,False
Coffee Bean International,4,315,Coffee Bean International,1,100.0,False,False
Coffee Bros.,3,316,Coffee Bros.,1,100.0,False,False
Coffee City USA,2,319,Coffee City USA,1,100.0,False,False
Coffee Club,3,320,Coffee Club,1,100.0,False,False
Coffee Cycle Roasting,9,321,Coffee Cycle Roasting,1,100.0,False,False
Coffee Dusk Roasters,3,322,Coffee Dusk Roasters,1,100.0,False,False
Coffee Emergency,3,323,Coffee Emergency,1,100.0,False,False
Coffee Express,3,324,Coffee Express,1,100.0,False,False
Coffee Factorial,3,325,Coffee Factorial,1,100.0,False,False
Coffee From Panama,1,326,Coffee From Panama,1,100.0,False,False
Coffee Hound,2,327,Coffee Hound,1,100.0,False,False
Coffee Legends,1,328,Coffee Legends,1,100.0,False,False
Coffee Masters,10,329,Coffee Masters,1,100.0,False,False
Coffee People,2,330,Coffee People,1,100.0,False,False
Coffee Please,16,331,Coffee Please,1,100.0,False,False
Coffee Roasters Avenue,1,332,Coffee Roasters Avenue,1,100.0,False,False
Coffee Roasters of Pasadena,3,333,Coffee Roasters of Pasadena,1,100.0,False,False
Coffee Tea Etc.,1,334,Coffee Tea Etc.,1,100.0,False,False
CoffeeIndy.com,2,336,CoffeeIndy.com,1,100.0,False,False
Coffeebar,2,338,Coffeebar,1,100.0,False,False
Coffeebox Coffee,19,339,Coffeebox Coffee,1,100.0,False,False
Coffeeboy,2,340,Coffeeboy,1,100.0,False,False
Coffeeland,9,341,Coffeeland,1,100.0,False,False
Coffees of Hawaii,2,342,Coffees of Hawaii,1,100.0,False,False
Coffees of the World (Sam's Club),1,343,Coffees of the World (Sam's Club),1,100.0,False,False
Colectivo Coffee,1,344,Colectivo Coffee,1,100.0,False,False
Collage Coffee,8,346,Collage Coffee,1,100.0,False,False
Colombian Coffee Federation,5,347,Colombian Coffee Federation,1,100.0,False,False
Colombian Gourmet Products,1,348,Colombian Gourmet Products,1,100.0,False,False
Color Coffee,1,349,Color Coffee,1,100.0,False,False
Colter Coffee,1,350,Colter Coffee,1,100.0,False,False
Columbia Street Roastery,1,351,Columbia Street Roastery,1,100.0,False,False
Come True Coffee,1,352,Come True Coffee,1,100.0,False,False
Comestible Master Company,5,353,Comestible Master Company,1,100.0,False,False
Community Coffee,3,354,Community Coffee,1,100.0,False,False
Conduit Coffee,2,356,Conduit Coffee,1,100.0,False,False
Conscious Cup Coffee Roasters,23,358,Conscious Cup Coffee Roasters,1,100.0,False,False
"Conservatory for Coffee, Tea and Cocoa",2,359,"Conservatory for Coffee, Tea and Cocoa",1,100.0,False,False
Copan Trade Coffee Roasters,1,361,Copan Trade Coffee Roasters,1,100.0,False,False
Courier Coffee,1,363,Courier Coffee,1,100.0,False,False
Cozy House Coffee,19,364,Cozy House Coffee,1,100.0,False,False
Cravens Coffee,1,365,Cravens Coffee,1,100.0,False,False
Creation Food Co.,14,366,Creation Food Co.,1,100.0,False,False
Crescendo Coffee Roasters,3,367,Crescendo Coffee Roasters,1,100.0,False,False
Crescent Moon Coffee & Tea,2,368,Crescent Moon Coffee & Tea,1,100.0,False,False
Crown & Fancy,1,370,Crown & Fancy,1,100.0,False,False
Cuchamatan,1,371,Cuchamatan,1,100.0,False,False
Cultiva Fine Coffee,1,372,Cultiva Fine Coffee,1,100.0,False,False
Cultivar Coffee Roasting Co.,2,373,Cultivar Coffee Roasting Co.,1,100.0,False,False
Cup to Cup Coffee Roasters,4,374,Cup to Cup Coffee Roasters,1,100.0,False,False
Cupping Room,1,375,Cupping Room,1,100.0,False,False
Cups Espresso Cafe,1,376,Cups Espresso Cafe,1,100.0,False,False
Cutbow Coffee,1,377,Cutbow Coffee,1,100.0,False,False
Cuvee Coffee,3,378,Cuvee Coffee,1,100.0,False,False
DCR Coffee (Dillanos Coffee Roasters),1,380,DCR Coffee (Dillanos Coffee Roasters),1,100.0,False,False
DF Spices,1,381,DF Spices,1,100.0,False,False
DTS8 Coffee,1,383,DTS8 Coffee,1,100.0,False,False
Da-Dai Coffee,1,384,Da-Dai Coffee,1,100.0,False,False
Daily Offerings Coffee Roastery,1,385,Daily Offerings Coffee Roastery,1,100.0,False,False
Daktari Coffee,5,386,Daktari Coffee,1,100.0,False,False
Dallis Bros. Coffee,8,387,Dallis Bros. Coffee,1,100.0,False,False
DanCeing Coffee,1,388,DanCeing Coffee,1,100.0,False,False
Dante Coffee,3,389,Dante Coffee,1,100.0,False,False
Dapper & Wise,1,390,Dapper & Wise,1,100.0,False,False
Dauphin Kaffee,1,391,Dauphin Kaffee,1,100.0,False,False
David's Nose,19,392,David's Nose,1,100.0,False,False
Dawencho G/H/D Bunna Amrach,1,393,Dawencho G/H/D Bunna Amrach,1,100.0,False,False
Dawn & Dusk Coffee Roastery,2,394,Dawn & Dusk Coffee Roastery,1,100.0,False,False
Dawson Taylor Coffee Roasters,1,396,Dawson Taylor Coffee Roasters,1,100.0,False,False
Daybreak Coffee Roasters,1,397,Daybreak Coffee Roasters,1,100.0,False,False
Daylight Mind Coffee Company,1,398,Daylight Mind Coffee Company,1,100.0,False,False
Dazbog Coffee,1,399,Dazbog Coffee,1,100.0,False,False
De Clieu Coffee,6,400,De Clieu Coffee,1,100.0,False,False
De La Paz Coffee,2,401,De La Paz Coffee,1,100.0,False,False
Dean & Deluca,3,402,Dean & Deluca,1,100.0,False,False
Dean's Beans,4,403,Dean's Beans,1,100.0,False,False
Dear John Coffee,1,404,Dear John Coffee,1,100.0,False,False
Death Wish Coffee,1,405,Death Wish Coffee,1,100.0,False,False
Deeper Roots Coffee,1,406,Deeper Roots Coffee,1,100.0,False,False
DeerFriend Coffee Company,1,407,DeerFriend Coffee Company,1,100.0,False,False
Deludelu Coffee Roasters,3,408,Deludelu Coffee Roasters,1,100.0,False,False
Desert Sun Coffee Roasters,3,409,Desert Sun Coffee Roasters,1,100.0,False,False
Detour Coffee Roasters,2,411,Detour Coffee Roasters,1,100.0,False,False
Difference Coffee,8,413,Difference Coffee,1,100.0,False,False
Dilworth Coffee,2,414,Dilworth Coffee,1,100.0,False,False
Dinwei Cafe,1,415,Dinwei Cafe,1,100.0,False,False
Dios Mio Coffee,1,416,Dios Mio Coffee,1,100.0,False,False
Direct Coffee,3,417,Direct Coffee,1,100.0,False,False
DoDo Kaffa,2,418,DoDo Kaffa,1,100.0,False,False
Doho Coffee Roasters,10,419,Doho Coffee Roasters,1,100.0,False,False
Doi Chaang Coffee,18,420,Doi Chaang Coffee,1,100.0,False,False
Domain Coffee,2,421,Domain Coffee,1,100.0,False,False
Don Bosco Estate,1,422,Don Bosco Estate,1,100.0,False,False
Don Francisco's Coffee,9,423,Don Francisco's Coffee,1,100.0,False,False
Don Hilario,1,424,Don Hilario,1,100.0,False,False
Donkey Cafe,1,425,Donkey Cafe,1,100.0,False,False
Door County Coffee and Tea,1,426,Door County Coffee and Tea,1,100.0,False,False
Dory Coffee Roasters,5,427,Dory Coffee Roasters,1,100.0,False,False
Dos Marias,1,428,Dos Marias,1,100.0,False,False
Dose Coffee,3,429,Dose Coffee,1,100.0,False,False
Dou Sun Cafe,1,430,Dou Sun Cafe,1,100.0,False,False
Dou Zhai Coffee & Roastery,30,431,Dou Zhai Coffee & Roastery,1,100.0,False,False
Douwe Egberts,4,433,Douwe Egberts,1,100.0,False,False
Downtown Coffee,1,434,Downtown Coffee,1,100.0,False,False
Dr. Bean's Coffee Roasters,1,435,Dr. Bean's Coffee Roasters,1,100.0,False,False
Dr. Danger Coffee,2,436,Dr. Danger Coffee,1,100.0,False,False
Dr. Young Cafe,1,437,Dr. Young Cafe,1,100.0,False,False
Dragonfly Coffee Roasters,75,438,Dragonfly Coffee Roasters,1,100.0,False,False
Drift Away Coffee,1,439,Drift Away Coffee,1,100.0,False,False
Drink Coffee Do Stuff,17,440,Drink Coffee Do Stuff,1,100.0,False,False
Dukes Coffee Roasters,1,441,Dukes Coffee Roasters,1,100.0,False,False
Dunkin' Donuts,6,443,Dunkin' Donuts,1,100.0,False,False
Dávila Kafe,3,446,Dávila Kafe,1,100.0,False,False
EBENICA Coffee,3,447,EBENICA Coffee,1,100.0,False,False
EK Roast Studio,2,448,EK Roast Studio,1,100.0,False,False
Eagle Valley Coffee,1,449,Eagle Valley Coffee,1,100.0,False,False
Early Bird Coffee Roasters,1,450,Early Bird Coffee Roasters,1,100.0,False,False
Eccentricity Coffee Co.,1,451,Eccentricity Coffee Co.,1,100.0,False,False
Ecco Caffe,12,452,Ecco Caffe,1,100.0,False,False
Eden Way Coffee,1,453,Eden Way Coffee,1,100.0,False,False
El Borbollon,1,455,El Borbollon,1,100.0,False,False
Elevator Coffee,1,458,Elevator Coffee,1,100.0,False,False
"Elias and Shady Bayter, El Vergel Estate",1,459,"Elias and Shady Bayter, El Vergel Estate",1,100.0,False,False
Elk Hill Estates,1,460,Elk Hill Estates,1,100.0,False,False
Elm City Roasters,2,461,Elm City Roasters,1,100.0,False,False
Ember Coffee Co.,1,462,Ember Coffee Co.,1,100.0,False,False
